,ID,Definicija
3704,ENG30-07308042-n,Električno pražnjenje koji putovati duž nervni vlakno . 
3705,ENG30-07355491-n,Događaj umiranje ili napuštanje život . 
3706,ENG30-09456369-n,planeta koji imati kompaktan stenovit površina kao zemlja ; činiti ona prvi četiri planeta Sunčev sistema . 
3707,ENG30-03923379-n,"mali boca u koji jesam lek , posebno ako jesam sterilan i zapečatiti i koristiti se za injekcija / "
3708,ENG30-02877765-n,Čep koji se zapušavati boca . 
3709,ENG30-03794392-n,otvor tegla ili boca 
3710,ENG30-03593526-n,Obično cilindričan posuda sa širok otvor i ručka . 
3711,ENG30-03661340-n,pokretan gornji deo neki kontejner koji ga zatvarati i otvarati ; moći biti na šarka ili ne . 
3712,ENG30-03621049-n,alatka koji se koristiti za pripremanje hrana . 
3713,ENG30-03101986-n,kuhinjski pribor koji jesam napraviti od materijal koji se ne topiti lako i koristose za kuvanje . 
3714,ENG30-04516672-n,Oruđe za praktičan upotreba ( posebno u domaćinstvo ) . 
3715,ENG30-03140126-n,posuda napraviti od amterijala koji se ne topiti lako ; koristiti za hemijski reakcija an visok temperatura . 
3716,ENG30-03241496-n,posuda iz koji se piti . 
3717,ENG30-04388743-n,"velik , obično metalan , posuda za gas i tečnost . "
3718,ENG30-04493381-n,velik otvoren posuda za voda . 
3719,ENG30-03972372-n,"posuda za kuvanje koji služiti za poširanje hrana , npr . jaje ili riba . "
3720,ENG30-02909870-n,"posuda približno cilinričnog oblik , otvoriti na vrh . "
3721,ENG30-03579982-n,"toplotni motor u koji se sagorevanje dešavati u motor , a ne u odvojen peć ; toplota širok gas koji pokretati klip ili okretati turbina , "
3722,ENG30-03307573-n,toplotni motor u koji se paljenje dešavati izvan prostor ( cilinrda ili turbina ) u koji se toplota pretvarati u mehanički energija . 
3723,ENG30-04309049-n,motor sa spoljašnji sagorevanje u koji se toplota koristiti da podignuti para koji zatim pokretati turbina ili klip u cilindar . 
3724,ENG30-02863750-n,zatvoren posuda u koji se voda pretvarati u para . 
3725,ENG30-04959230-n,kvalitet boja koji se neznatan razlikovati od osnovni boja . 
3726,ENG30-04958634-n,vizuelan svojstvo nešto što nemati boja . 
3727,ENG30-00394562-a,biti u boja ili odrediti boja ; ponekad se koristiti u složenica . 
3728,ENG30-14447908-n,stanje zadovoljstvo jer nem bolest . 
3729,ENG30-14447525-n,"zadovoljan stanje sreća , zdravlje i prosperitet . "
3730,ENG30-14474052-n,stanje kada jesam neki prosperitetan i uspešan . 
3731,ENG30-01170243-a,"koji imati ili ukazivati na dobro zdravlje telo ili duh , kod koji nem upala ili bolest . "
3732,ENG30-01172889-a,koji jesam u dobar zdravlje telo ili duh . 
3733,ENG30-03895585-n,zatvoren prolaz ; obično jesam prolaz do sob . 
3734,ENG30-02653381-v,poticati ( iz ) 
3735,ENG30-13466312-n,proces u koji se nešto urušavati 
3736,ENG30-13532886-n,proces donošenje na svet potomak . 
3737,ENG30-00838098-n,proces unošenje hrana u telo kroz usta ( kao jela ) 
3738,ENG30-00831191-n,proces uzimanje kiseonik iz vazduh i ispuštanje ugljen-dioksida 
3739,ENG30-05702275-n,proces u koji se osoba koncentrisati na neki karakteristika okolina pri ( relativan ) ignorisanje drugi 
3740,ENG30-13731021-n,rezultat množenje dva isti brojati 
3741,ENG30-00914929-n,proizvodnja biljka ili životinja 
3742,ENG30-00611972-n,profesija posvećen vladanje i politički posao 
3743,ENG30-00611433-n,profesija obrazovanje ( posebno u škola i na univerzitet ) 
3744,ENG30-00887081-n,poziv nastavnik 
3745,ENG30-00974173-v,"nagovestiti , naslutiti , predosećati . "
3746,ENG30-01653013-v,napraviti nešto od početak . 
3747,ENG30-01654628-v,napraviti nešto kombinovati materijal ili deo . 
3748,ENG30-00452512-v,"Učiniti da nešto biti puno , moći i u metaforičan značenje . "
3749,ENG30-00031820-v,proizvesti smeh . 
3750,ENG30-02684924-v,"nastaviti odrediti stanje , uslov ili aktivnost . "
3751,ENG30-00426958-v,"izgubiti se , posebno bez upozorenje ili objašnjenje . "
3752,ENG30-00939277-v,Učiniti nešto razumljiv . 
3753,ENG30-00720063-v,Iščekivati neki verovatan događaj . 
3754,ENG30-00035758-v,"Očistiti nečiji telo , reći pranje . "
3755,ENG30-00697589-v,Doći do odluka o neki stvar . 
3756,ENG30-02681795-v,"Držati u određenom stanje , pozicija ili aktivnost ; npr . držati čistiti . "
3757,ENG30-01907258-v,"promeniti orijentacija ili smer , takođe i u apstraktan smisao . "
3758,ENG30-01126360-v,Umarširati agresivno na nečiji teritorija vojni snaga da biti se ona zauzeti ili okupirati . 
3759,ENG30-00652346-v,"identifikovati , na primer , kao u botanika ili biologija . "
3760,ENG30-01189113-v,imati ili osećati potreba za nešto . 
3761,ENG30-01771535-v,pretrpeti neki emocionalan osećaj . 
3762,ENG30-00258857-v,izazvati šteta na nešto . 
3763,ENG30-02224055-v,Rešiti se nešto . 
3764,ENG30-00177861-v,ukloniti iz nešto ljuska ili lupina . 
3765,ENG30-02756821-v,spustititi se ( o atmosferski padavine ) 
3766,ENG30-00609683-v,Sačuvati u misao . 
3767,ENG30-00158503-v,podizati nivo ili količina nešto . 
3768,ENG30-01170052-v,uzimati tečnost . 
3769,ENG30-00066191-v,"prolivati suza zbog tuga , bes ili bol . "
3770,ENG30-00345761-v,Učiniti prvi korak ili korak u sprovođenje neki akcija . 
3771,ENG30-02031158-v,Učiniti da se nešto podeliti ili odvojiti . 
3772,ENG30-00829107-v,prenositi veština ili znanje neki . 
3773,ENG30-01767949-v,imati emocionalan ili spoznajni uticaj na neki . 
3774,ENG30-00422090-v,postati vidljiv . 
3775,ENG30-01264283-v,staviti na nešto prekrivač ; pokriti površina nešto . 
3776,ENG30-00334996-v,"Uništiti integritet nešto , obično silom ; razdvojiti u delić ili fragment . "
3777,ENG30-00010435-v,Ponašati se na odrediti način ; držati se . 
3778,ENG30-00149583-v,Ući ili poprimiti odrediti stanje . 
3779,ENG30-02627666-v,dolaziti odnekuda . 
3780,ENG30-00064643-v,izazvati bol ili nevolja kod neki . 
3781,ENG30-01912159-v,Preći preko nešto . 
3782,ENG30-00180837-v,ukloniti neželjen supstanca iz nešto . 
3783,ENG30-00875394-v,Učiniti predlog ; objaviti plan za nešto . 
3784,ENG30-02148788-v,pokazati ili deonstrirati nešto zainteresovan publika . 
3785,ENG30-01447257-v,primeniti pritisak ili sila na nešto . 
3786,ENG30-02051694-v,Proći pored nešto . 
3787,ENG30-02242464-v,razmeniti ili isporučiti za novac ili njegov ekvivalent . 
3788,ENG30-02727883-v,biti prodavati za određenu cena ili na odrediti način . 
3789,ENG30-00340704-v,Završiti na odrediti način ili u određenom stanje . 
3790,ENG30-00169651-v,promeniti veličina ili jačina . 
3791,ENG30-01637982-v,"Učiniti neki otkriće , učiniti nov pronalazak . "
3792,ENG30-00064889-v,izazvati da se neki ne osećati dobro . 
3793,ENG30-02708420-v,provoditi vreme na odrediti način . 
3794,ENG30-01083044-v,"priznat poraz , u nedostatak nada . "
3795,ENG30-07841495-n,jaje koji jesam kratko kuvati u ljuska u voditi koji lagano ključati . 
3796,ENG30-07841639-n,jaje koji se lagano kuvati sve dok i belance i žumance ne očvrsnuti . 
3797,ENG30-07841800-n,obojiti tvrd kuvan jaje koji se spremati za Uskrs . 
3798,ENG30-09536058-n,natprirodan biće koji se zamišljati kao svemoguć stvaralac i vladalac svet ; objekt obožavanje u monoteistički religija . 
3799,ENG30-08153337-n,sav božanstvo neki religija . 
3800,ENG30-09505418-n,natprirodan biće koji se obožavati zbog verovanje da upravljati neki delom svet ili neki aspekt život ili zato što personifikovati sila . 
3801,ENG30-10466918-n,osoba koji nešto čuvati od šteta ili opasnost . 
3802,ENG30-09614684-n,osoba koji se brina o ljudi i njihov svojina . 
3803,ENG30-09863031-n,neki ko pratiti i čuvati važan ličnost . 
3804,ENG30-05670710-n,Nešto što vi interesovati jer vi jesam važno ili vi se ticati . 
3805,ENG30-08057633-n,"osoba ili preduzeće koji se baviti prevoz ljufi , roba ili poruka . "
3806,ENG30-03671473-n,komercijalan organizacija koji raditi kao javan prevoznik . 
3807,ENG30-08293336-n,grupa parni brod koji prevoziti za isti vlasnik . 
3808,ENG30-04194289-n,plovan objakat koji prevoziti putnik ili teret . 
3809,ENG30-04059701-n,strana koji jesam na kraj i koji se obično ne viditi . 
3810,ENG30-04316646-n,Stražnja strana brod . 
3811,ENG30-03398467-n,strana koji se viditi ili koji prvi dolaziti . 
3812,ENG30-02880008-n,prednji strana brod ili letalice . 
3813,ENG30-05122850-n,koji jesam i manjiti po broj od dva delo . 
3814,ENG30-05109808-n,Veličina za koji se nešto smanjivati . 
3815,ENG30-06807501-n,"jedan od simbol @card@ , @card@ , @card@ , @card@ , @card@ , @card@ , @card@ , @card@ , @card@ , @ord@ "
3816,ENG30-06807657-n,"simbol u star rimski notacija ; I , V , X , L , C , D , M predstavljati broj @card@ , @card@ , @card@ , @card@ , @card@ , @card@ , @card@ u arapski notacija . "
3817,ENG30-06593296-n,publikacija koji izlaziti u redovan razmak 
3818,ENG30-06596978-n,jedan iz serija koji se periodičan izdavati . 
3819,ENG30-06593803-n,periodika koji se pojavljivati u najavljen vreme . 
3820,ENG30-13593908-n,broj iz Fibonačijevog niz . 
3821,ENG30-13597585-n,broj element u matematički skup ; određivati veličina ali ne i redosled . 
3822,ENG30-13729428-n,"broj u oblik a+bi , gde jesam a i b realan broj a i jesam kvadratni koren od @card@ "
3823,ENG30-13585429-n,broj koji predstavljati veličina za koji se predpostavlja da imati fiksni vrednost u određenom matematički kontekst . 
3824,ENG30-15284285-n,"brzina koji svetlost putovati kroz bezvazdušan prostor ; konstantnost i univerzalnost brzina svetlost jesam odrediti njen tačan veličina od @card@ , @card@ metar u sekunda . "
3825,ENG30-06010930-n,broj koji identifikovati pozicija relativno u odnos na osa . 
3826,ENG30-06011903-n,jedan od dva vrednost koji određivati tačka u ravan njen rastojanje od fiksiran pol i ugao koji onaj graditi sa fiksiran prava koji prolaziti kroz pol . 
3827,ENG30-06011092-n,jedan od koordinata u koordinatni sistema u koji se tačka u ravan ili prostor određivati rastojanje tačka od dva prav ili tri ravan ; dva prav ili presek tri ravan jesam koordinatni osa . 
3828,ENG30-06011589-n,vrednost koordinata na horizontalan osa . 
3829,ENG30-06011692-n,vrednost koordinata na vertikalan osa . 
3830,ENG30-13731241-n,"proizvod tri isti brojati , trostruk umnožak . "
3831,ENG30-13585309-n,broj u decimalan brojni sistema . 
3832,ENG30-13732953-n,broj koji se deliti neki drugi broj . 
3833,ENG30-13733167-n,broj koji deliti neki drugi broj . 
3834,ENG30-13732871-n,deljenik razlomak . 
3835,ENG30-13733066-n,delilac razlomak . 
3836,ENG30-13598128-n,broj predstaviti u notacija sa fiksni zarez . 
3837,ENG30-13598013-n,broj predstaviti u notacija sa pokretan zarez . 
3838,ENG30-13728499-n,pozitivan ili negativan prirodan broj ili nula . 
3839,ENG30-13728367-n,broj @card@ i svaki drugi broj koji se dobijati ponovljen sabiranje sa @ord@ 
3840,ENG30-13597280-n,broj koji označavati mesto u neki uređen niz . 
3841,ENG30-13594005-n,broj koji nemati drugi činilac osim sam sebe i brojati @ord@ 
3842,ENG30-13733663-n,deo deljenik koji preostajati kada rezultat deljenje deljenik delilac jesam ceo broj . 
3843,ENG30-13729236-n,broj koji jesam rezultat oduzimanje ; kada se sabrati sa umanjiocem davati umanjenik . 
3844,ENG30-13731669-n,broj koji kada se pomnožiti jesam sa sebe određen broj puta davati dati broj . 
3845,ENG30-13729135-n,broj koji se oduzimati od umanjenika . 
3846,ENG30-13728818-n,broj koji se sabirati sa drugi broj . 
3847,ENG30-06011446-n,jedan od tri Dekartov koordinata koji određivati pozicija u prostor . 
3848,ENG30-13593219-n,biti koji od broj ili simbol koji činiti proizvod kada se međusobno pomnožiti . 
3849,ENG30-03031152-n,cev koji držati cigareta za vreme pušenje . 
3850,ENG30-03945167-n,cev sa poluloptastim proširenje na jedan kraj ; služiti za pušenje duvan . 
3851,ENG30-02881397-n,mali loptast posuda otvoriti na vrh u koji se smeštati duvan . 
3852,ENG30-04415921-n,staklen cev zatvoriti na jedan kraj . 
3853,ENG30-02984469-n,mali fleksibilan cev koji se ubacivati u telo da biti se omogućiti oticanje ili ubrizgavanje tečnost ili da biti prolaz ostati otvoriti . 
3854,ENG30-04334232-n,tanak papirni ili plastičan cev koji služiti za usisavanje tečnost u usta . 
3855,ENG30-03539875-n,fleksibilan cev koji se sprovoditi tečnost ili gas . 
3856,ENG30-03944672-n,"Dugački cev od metal ili plastika koji se koristiti za prenos voda , ulja ili gas . "
3857,ENG30-04287153-n,otvor koji dozvoljavati prolaz tečnost ili žito . 
3858,ENG30-03999160-n,zgrada namenjen sveštenstvo . 
3859,ENG30-02801184-n,rana hrišćanski crkva konstruisan kao rimski basilika ; ili rimokatolički crkva ili katedrala koji imati odrediti privilegija . 
3860,ENG30-03813078-n,Središnji deo crkva . 
3861,ENG30-04530566-n,plovan ovjekat namenjen transport po voditi . 
3862,ENG30-03029197-n,toranj crkva . 
3863,ENG30-04532504-n,sob u crkva u koji se čuvati cvet posuda i odeća i održavati sastanak . 
3864,ENG30-11674914-n,Delimično otvoren cvet . 
3865,ENG30-05509146-n,"organ i tkivo koji jesam uključiti u proizvodnja i sazrevanje polni ćelija i u njihov spajanje , a zatim i u razvoj podmladak . "
3866,ENG30-05456732-n,spermatozoid ili jaje . 
3867,ENG30-05430628-n,biti koji biljni ili životinjski ćelija koji jesam reproduktivan ; ćelija koji ne učestvovati u proizvodnja zametak . 
3868,ENG30-05447423-n,"membrana , kakav jesam ćelijski membrana , koji dozvoljavati da neki molekul kroz ona prolaziti , ali ne sav . "
3869,ENG30-05312782-n,tanak opna oko citoplazme ćelija ; kontrolisati prolaz supstanca u ćelija i iz ona . 
3870,ENG30-05432948-n,"Ćelijska protoplazma , bez jedro . "
3871,ENG30-05447087-n,mali šupljina ispuniti tećnošću u citoplazmi ćelija . 
3872,ENG30-08214470-n,vojni jedinica koji jesam deo četa ; obično imati štab i dve-tri desetina ; komandovati obično poručnik . 
3873,ENG30-08214083-n,vojni jedinica koji se obično sastojati od štab i tri ili više četa . 
3874,ENG30-08214272-n,"mali vojni jedinica , obično sastaviti od dva-tri voda . "
3875,ENG30-08213671-n,vojni jedinica koji se obično sastojati od pet četa . 
3876,ENG30-08389297-n,vojni jedinica koji koristiti velik top . 
3877,ENG30-08389710-n,vrlo pokretan vojni jedinica . 
3878,ENG30-08390157-n,vojni jedinica koji činiti vojnik koji se boriti na svoj noga . 
3879,ENG30-08218122-n,Najmanja vojni jedinica . 
3880,ENG30-02670683-n,pedala koji kontrolisati vratnica za dotok gas . 
3881,ENG30-03903424-n,Poluga koji se pokretati noga . 
3882,ENG30-03659292-n,Čvrsta motka koji se okretati oko oslonac . 
3883,ENG30-02788689-n,"Čvrsti komad metal ili drvo ; obično se koristiti za pričvršćivanje , sprečavanje ili kao oružje . "
3884,ENG30-03976657-n,"Dugački , obično zaobljen palica , od drvo , metal ili plastika . "
3885,ENG30-02761557-n,motor koji pokretati automobil . 
3886,ENG30-08647616-n,prostor rezervisati za sedenje 
3887,ENG30-04161358-n,"biti koji oslonac koji moći da služiti za sedenje ( posebno kao deo klupa , i sl . ) "
3888,ENG30-02970685-n,Sedište u kola . 
3889,ENG30-04123740-n,Sedište za jahač na konj . 
3890,ENG30-03080309-n,mali skladišni prostor . 
3891,ENG30-05791764-n,raditi kako se neki sviđati . 
3892,ENG30-00254769-n,Čin uklanjanje dlaka brijač . 
3893,ENG30-00254597-n,"Čin uklanjanje dlaka , na primer sa životinjski koža . "
3894,ENG30-10539616-n,Član Rotary klub . 
3895,ENG30-10308066-n,osoba koji jesam član . 
3896,ENG30-01525666-v,"kada se primeniti , funkcionisati kako se očekivati . "
3897,ENG30-00069879-v,izazvati povreda ili telesni oštećenje . 
3898,ENG30-02467662-v,razdvojiti u deo ili porcija . 
3899,ENG30-00334186-v,razdvojiti se u deo ili fragment . 
3900,ENG30-00784342-v,pitati naokolo . 
3901,ENG30-00155143-v,rasti po vrednost ili do neki više tačka . 
3902,ENG30-00338071-v,razbiti u deo ili izazvati da se razbiti . 
3903,ENG30-02431320-v,prekinuti neki veza ili odnos ; otići drugi put . 
3904,ENG30-02436349-v,"biti zadužen za nešto , ili uticati na . "
3905,ENG30-00611256-v,prepustiti se sećanje ; ponovo preživljavati prošlost . 
3906,ENG30-00607780-v,povratiti znanje iz memorija . 
3907,ENG30-02469835-v,delovati saglasno ili ujediniti u zajednički cilj ili verovanje . 
3908,ENG30-00704690-v,Načiniti plan za nešto . 
3909,ENG30-02450505-v,Sprečiti da se nešto desiti ili da biti u određenom stanje . 
3910,ENG30-01546111-v,biti u uspravan položaj . 
3911,ENG30-02649830-v,Načiniti od mesto sav dom . 
3912,ENG30-10127273-n,prefinjen čovek . 
3913,ENG30-09586553-n,"( star zavet ) u hrišćanski mitologija prvi čovek , Evin muž i praotac ljudski rasa . "
3914,ENG30-09637211-n,Čovek koji jesam crn . 
3915,ENG30-09871364-n,Čovek koji jesam ljubavnik devojka ili mlad žena . 
3916,ENG30-10375214-n,Čovek koji jesam veoma star . 
3917,ENG30-09641002-n,Čovek koji jesam beo . 
3918,ENG30-10789118-n,Čovek koji voliti mnogo žena i sa ona imati kratak seksualan odnos . 
3919,ENG30-10780506-n,"Čovek čiji jesam žena umreti , a koji se jesam ponovo oženiti . "
3920,ENG30-09829923-n,Čovek koji se jesam ženiti . 
3921,ENG30-06341340-n,Način obraćanje muškarac . 
3922,ENG30-10288516-n,"Muška osoba koji igrati značajan uloga ( muž , ljubavnik ili momak ) u život odrediti žena . "
