ID,POS,NEG,Lemme,Definicija,Vrsta
ENG30-01592072-v,0.0,0.0,cimati,Pokretati ili povlačiti uz nagle pokrete.,v
ENG30-01794813-n,0.0,0.0,"Tetraonidae,porodica Tetraonidae,tetrebi",Škotska lještarka.,n
ENG30-01990627-n,0.0,0.0,"Isopoda,red Isopoda,mokrice",Vrsta rakova.,n
ENG30-00385756-a,0.0,0.0,žut,onaj koji ima boju između zelene i narandžaste u spektru boja; podseća na boju žumanceta,a
ENG30-03116530-n,0.0,0.0,tezga,sto ili neka horizontalna površina na kojoj se obavlja neki posao,n
ENG30-00152018-n,0.0,0.0,"identifikacija,identifikovanje,identificiranje",čin kojim se nešto identifikuje,n
ENG30-01522878-v,0.0,0.0,namotati na kalem,namotati na kalem ili špulnu,v
ENG30-07916582-n,0.0,0.0,koktel ružičasta dama,"koktel koji se pravi od džina i brendija sa sokom od limuna i grenadinom, mućkan sa belancima i ledom",n
ENG30-07576781-n,0.0,0.0,roštilj,"kuvanje napolju, pri kome se hrana sprema na otvorenoj vatri, često i cela životinja na ražnju",n
ENG30-02058074-n,0.0,0.0,"Diomedeidae,porodica Diomedeidae",Albatrosi.,n
ENG30-00270856-a,0.0,0.0,bioluminescentan,(o živim organizmima) onaj koji emituje svetlost,a
ENG30-06334985-n,0.0,0.0,eponim,ime osobe po kojoj je nešto navodno nazvano,n
ENG30-07611839-n,0.0,0.0,želatin,lagano kremasto jelo napravljeno od ribe ili mesa i učvršćeno želatinom,n
ENG30-00640262-v,0.0,0.0,kubirati,dizati na treći stepen,v
ENG30-03815615-n,0.0,0.0,kravata,"Ukrasna dugačka uska vrpca koju uglavnom samo muškarci nose oko vrata, ispod kragne od košuje, i vezuju je u čvor.",n
ENG30-12518481-n,0.0,0.0,"pucalina,zvečak,Colutea arborescens","Lepirnjača s kožastim, naduvenim plodom poput mehura.",n
ENG30-03679712-n,0.0,0.0,dnevna soba,"Soba u privatnoj kući ili zgradi u kojoj ljudi mogu da sede, pričaju i relaksiraju se.",n
ENG30-06136258-n,0.0,0.0,psihologija,Nauka o mentalnom životu.,n
ENG30-05568349-n,0.0,0.0,"safenski nerv,Nervus saphenous",ogranak nerva butne kosti koji inerviše potkožni deo sve do  unutrašnjih delova  noge i stopala.,n
ENG30-14783670-n,0.0,0.0,borna kiselina,kiselina koja sadrži bro i kiseonik,n
ENG30-04222847-n,0.0,0.0,instrument s jednim jezičkom od trske,Drveni duvački instrument koji ima jedan jezičak od trske.,n
ENG30-06151693-n,0.0,0.0,sociologija,nauka koja izučava ljudska društva,n
ENG30-02941095-n,0.0,0.0,kalorimetar,Merni instrument koji određuje količinu toplote.,n
ENG30-02320339-n,0.0,0.0,"Ptilocrinus,rod Ptilocrinus",Morski krinovi,n
ENG30-07641138-n,0.0,0.0,francuske palačinke,"Male, veoma tanke palačinke.",n
ENG30-13250398-n,0.0,0.0,bogatstvo,Imovina koja ima ekonomsku upotrebljivost: novčana ili razmenjiva vrednost.,n
ENG30-07887461-n,0.0,0.0,bok pivo,veoma jako zrelo pivo koje se tradicionalno pravi u jesen i čuva se preko zime kako bi se pilo na proleće,n
ENG30-01995211-v,0.0,0.0,"iščupati,istrgnuti,izvlačiti,izvući,otrgnuti,povlačiti,povući,uzeti,uzimati,vući","donositi, uzeti ili izvući iz kontejnera ili ispod kakvog poklopca",v
ENG30-02180233-n,0.0,0.0,"drvotoč,potkornjak",Tvrdokrilac iz grupe drvotočaca; rije tunele kroz koru i stablo drveća.,n
ENG30-04596742-n,0.0,0.0,vok,šerpa sa knveksnim dnom za pripremanje kineske hrane,n
ENG30-07117007-n,0.0,0.0,"labijalni konsonant,usneni suglasnik",konsonant za čiju je artikulaciju potrebno pokretanje usana,n
ENG30-07779535-n,0.0,0.0,maski štuka,meso jako dugačke štuke koja se nalazi samo u Severnoj Americi i Kanadi,n
ENG30-10264437-n,0.0,0.0,lingvist,specijalista za lingvistiku,n
ENG30-11801392-n,0.0,0.0,"kopitnjak,Aristolochia clematitis",Biljka puzavica za sa krivim cvetovima za koje se veruje da podsećaju na fetus; poreklom iz Evrope.,n
ENG30-12097927-n,0.0,0.0,"Plumbaginaceae,familija Plumbaginaceae","Višegodišnje zeljaste biljke, žbunovi i lijane; ima je širom sveta posebno u područjima oko slanih voda.",n
ENG30-06148148-n,0.0,0.0,"političke nauke,politikologija",proučavanje upravnih sistema u državama i drugih političkih jedinica,n
ENG30-10301261-n,0.0,0.0,matematičar,naučnik koji se bavi metematikom,n
ENG30-13356112-n,0.0,0.0,"gotov novac,novčana sredstva",Imovina u obliku novca.,n
ENG30-00056087-n,0.0,0.0,"emigracija,iseljenje","Migracija iz mesta, posebno migracija iz rodne zemlje da bi se nastanilo u nekoj drugoj zemlji.",n
ENG30-01605630-n,0.0,0.0,jastreb,Dnevna ptica grabljivica koja obično ima kratka zobljena krila i dug rep.,n
ENG30-06257653-n,0.0,0.0,naslovna strana,"stranica knjige koja sadrži naslov, ime autora i naziv izdavača",n
ENG30-08151229-n,0.0,0.0,kult,Pristaše jednog posebnog sistema verskih verovanja i običaja.,n
ENG30-00820219-a,0.0,0.0,"iskonski,izvorni,originalni,primaran,prvobitan,star",veoma rane faze razvoja,a
ENG30-01524885-n,0.0,0.0,"Oscines,podred Oscines,Passeres,podred Passeres",Dva imena za podred tipičnih ptica pevačica.,n
ENG30-14625458-n,0.0,0.0,"metal,kovina","Jedan od više hemijskih elemenata koji su obično sjajni i čvrsti, provode toplotu i elektricitet, mogu se razvaljati u ploče, itd.",n
ENG30-12347892-n,0.0,0.0,"Trapaceae,familija Trapaceae",Familija koja se sastoji samo od orda Trapa; u nekim se klasifikacijama smatra podfamilijom familije Onagraceae.,n
ENG30-01914163-n,0.0,0.0,?anthozoan,sessile marine coelenterates including solitary and colonial polyps; the medusoid phase is entirely suppressed,n
ENG30-02647903-n,0.0,0.0,"Agonus,rod Agonus",Tipski rod porodice Agonidae.,n
ENG30-14678762-n,0.0,0.0,Žadeit,tvrd zeleni mineral koji se sastoji od natrijum aluminijum silikata u monokliničnoj kristalnoj formi; izvor žada; prvenstveno se nalazi u Burmi,n
ENG30-05814291-n,0.0,0.0,tema,Situacija ili događaj o kome se misli.,n
ENG30-14679267-n,0.0,0.0,kernit,"laki meki mineral koji se sastoji od natrijum boorata u kristalnom obliku, važan izvor bora",n
ENG30-13675093-n,0.0,0.0,"novčana jedinica Grčke,grčka novčana jedinica",novčana jedinica Grčke,n
ENG30-03649674-n,0.0,0.0,baštenska stolica,Stolica koja ostaje napolju da bi se koristila u bašti.,n
ENG30-02104523-n,0.0,0.0,"ovčar,ovčarski pas,vaška",Neki pas obično duge dlake koji je oučen za čuvanje pasa.,n
ENG30-09738400-n,0.0,0.0,Amerikanac,"Rođen ili stanovnik Severne, Centralne ili Južne Amerike.",n
ENG30-01599666-v,0.0,0.0,hemisorbovati,privlačenje supstance hemisorpcijom,v
ENG30-10322801-n,0.0,0.0,čovek-majmun,hipotetički organizam za koji se ranije mislilo da je posrednik između majmuna i ljudskih bića,n
ENG30-02742039-a,0.0,0.0,hijeratski,koji je pisan kurzivnom formom staroegipatskog pisma,a
ENG30-06546931-n,0.0,0.0,ugovor o sticanju prava svojine,dokumenti (pravni osnov) o pravu na nepokretnost (pisani dokaz o pravu svojine na nepokretnost),n
ENG30-01547143-n,0.0,0.0,"Clamatores,podred Clamatores",Koristi se u nekim klasifikacionim sistemima; Passeriformes koje imaju relativno jedostavan vokalni organ i ne mogu dobro da pevaju: vikačice.,n
ENG30-06011092-n,0.0,0.0,Dekartova koordinata,Jedna od koordinata u koordinatnom sistemu u kome se tačka u ravni ili prostoru određuje rastojanjem tačke od dve prave ili tri ravni; dve prave ili presek tri ravni su koordinatne ose.,n
ENG30-12756862-n,0.0,0.0,"Ilex,rod Ilex",Vrlo veliki rod biljaka dikotiledona iz porodice Aquifoliaceae koje imaju sitno cveće i bobice.,n
ENG30-06017334-n,0.0,0.0,Galuaova teorija,teorija grupa primenjena na rešavanje algebarskih jednačina,n
ENG30-10886929-n,0.0,0.0,"Kastro,Fidel Kastro,Fidel Kastro Ruz",kubanski socijalistički vođa koji je zbacio diktatora s vlasti 1959. godine u ustanovio marskističku socijalističku državu na Kubi (rođen in 1927),n
ENG30-07793260-n,0.0,0.0,bodljikav jasog,jastozi toplih voda bez klješta; oni iz Australije i Južne Amerike obično se prodaju kao smrznuti repovi; takođe se pronalaze i na Floridi i Kaliforniji,n
ENG30-09352849-n,0.0,0.0,meteorit,kameni ili metalni obejkat koji predstavlja ostatak meteora pošto je udario u zemljinu površinu,n
ENG30-02441022-v,0.0,0.0,"upravljati,zapovedati,kontrolisati,nadzirati",Vršiti kontrolu nad nečim ili sprovoditi moć.,v
ENG30-08584218-n,0.0,0.0,jazbina,Obično udaljeno skrovište koje koriste ljudi izvan zakona.,n
ENG30-02447366-n,0.0,0.0,jazavac,"Grabljivac iz porodice kuna, oštre njuške, nespretna tela i duge čekinjaste dlake.",n
ENG30-02871347-a,0.0,0.0,"jelisejski,rajski",koji se odnosi na Jelisejska polja,a
ENG30-05476592-n,0.0,0.0,depresorni nerv,živac  čija aktivnost teži da smanji aktivnost ili tonus dela tela.,n
ENG30-05227209-n,0.0,0.0,"carina,rtenjača",različite strukture u obliku kobilice ili grebena kao što se nalazi na grudnoj kosti ptica.,n
ENG30-07768694-n,0.0,0.0,nar,"veliko voće loptastog oblika, sadrži mnoštvo semenki sa sočnom crvenom pulpom u žilavoj braon-crvenoj opni",n
ENG30-07928578-n,0.0,0.0,fosfat,gazirano piće sa voćin sirupom i malo fosforne kiseline,n
ENG30-07662719-n,0.0,0.0,"plava traka,Njujork šnicla",šnicla sa gornjeg dela kratke slabine,n
ENG30-12138905-n,0.0,0.0,"koštan,Sorghum halepense,Sorghum halapense",Visoka višegodišnja trava koja se širi puzenjem pomoću? a gaji se zbog ?; preneta na jug SAD-a gde je ozbiljna štetočina na kultivisanom zemljištu.,n
ENG30-12260593-n,0.0,0.0,"Fagus,rod Fagus",Bukva.,n
ENG30-02388735-n,0.0,0.0,dorat,Konj tamnoriđe boje.,n
ENG30-14628920-n,0.0,0.0,"argon,Ar,atomski broj 18","Inertni gas bez boje i mirisa, ima ga u zemljinoj atmosferi.",n
ENG30-00700336-v,0.0,0.0,"formatirati,formatirati podatke",odrediti raspored (podataka) za skladištenje i prikaz (u računarstvu),v
ENG30-00276620-n,0.0,0.0,"prljanje,kaljanje",Čin prljanja nečega.,n
ENG30-06959584-n,0.0,0.0,samojedski,uralski jezici kojima govore samojedski narodi u severozapadnom Sibiru,n
ENG30-05289297-n,0.0,0.0,mišić,Jedan od telesnih oirgana za kontrakciju.,n
ENG30-04413419-n,0.0,0.0,terminal,"elektronska oprema koja se sastoji od uređaja koji obezbeđuje pristup računaru, ima tastaturu i ekran",n
ENG30-07880751-n,0.0,0.0,tako,tortilja prepolovljena oko fila,n
ENG30-01584225-n,0.0,0.0,carić,Neka od malih aktivnih ptica severne hemisfere sa kratkim podignutim repom; hrani se insektima.,n
ENG30-07726230-n,0.0,0.0,golubiji grašak,zrno biljke golubiji grašak koje ima visoku nutritivnu vrednost,n
ENG30-13125003-n,0.0,0.0,korenje,Razvijeni sistem korenova.,n
ENG30-07153130-n,0.0,0.0,aforizam,kratka poučna poentirana izreka,n
ENG30-00780889-n,0.0,0.0,"krađa,lopovluk",Čin kradenja.,n
ENG30-00480508-n,0.0,0.0,badminton,Igra koja se na terenu igra pomoću reketa sa dugačkim drškama pomoću kojih se posebna lopta prebacuje preko mreže.,n
ENG30-01149470-v,0.0,0.0,"igrati,izigrati","Staviti kartu ili figuru u toku igre; postupati strateški, npr. kartaškoj igri.",v
ENG30-01690149-n,0.0,0.0,"slepić,Anguis fragilis",Mali evropski zmijoliki gušter bez nogu; popularno se veruje da je slep.,n
ENG30-02497983-n,0.0,0.0,"Daubentonia,rod Daubentonia",Rod koji se poklapa sa familijom Daubentoniidae.,n
ENG30-01170962-n,0.0,0.0,"borba,bitka",Čin borbe; bilo kakvo nadmetanje ili sukob.,n
ENG30-02250625-v,0.0,0.0,"nadoknaditi,kompenzovati",Isplatiti nadoknadu; odužiti se.,v
ENG30-04482177-n,0.0,0.0,trorogi šešir,šešir sa ivicom nadignutom u tri tačke,n
ENG30-08424951-n,0.0,0.0,tržište,Mušterije za neki određen proizvod ili uslugu.,n
ENG30-00223268-n,0.0,0.0,"samopovređivanje,samoubistvo",čin namernog samopovređivanja,n
ENG30-12644057-n,0.0,0.0,"maraska,Prunus cerasus marasca",Dalmatinska gorka divlja trešnja koja rađa plod od čijeg soka se pravi poznati liker maraskino.,n
ENG30-03295773-n,0.0,0.0,"eskalator,pokretne stepenice",stepenište čiji se stepenici pokreću neprekidno na kružnoj traci,n
ENG30-07794063-n,0.0,0.0,sardina,"male, masne ribe; obično su konzervirane",n
ENG30-09423943-n,0.0,0.0,"Sargasko more,Sargaško more",široko prostranstvo u severnom Atlantiku u kome su jake okeanske struje,n
ENG30-02065599-n,0.0,0.0,"Megaptera,rod Megaptera",grbavi kitovi,n
ENG30-00787515-v,0.0,0.0,"katekizirati,podučavati katehizam",davanje religioznih instrukcija,v
ENG30-00601822-v,0.0,0.0,"prisvojiti,usvojiti","Prihvatiti nečiju ideologiju, praksu, metodu, i koristiti je kao da je sopstvena.",v
ENG30-12816508-n,0.0,0.0,"boražina,borač,Borago officinalis",Zeljasta biljka čije se lišće upotrebljava kao salata.,n
ENG30-04677385-n,0.0,0.0,format,veličina i opšti izgled publikacije,n
ENG30-06483171-n,0.0,0.0,budžetska stavka,stavka u budžetskom zakonu,n
ENG30-09428967-n,0.0,0.0,"naslaga,sediment",Materija naslagana nekim prirodnim procesom.,n
ENG30-09644820-n,0.0,0.0,američki domorodac,pripadnik ljudi koji se živeli u Severnoj ili Južnoj Americi pre dolaska Evropljana,n
ENG30-00062806-n,0.0,0.0,"postizanje,ostvarivanje",Čin kojim se postiže neki cilj.,n
ENG30-07156219-n,0.0,0.0,patoa,regionalni jezički dijalekt (naročito francuskog) koji se obično smatra podstandardnim,n
ENG30-07852302-n,0.0,0.0,"rokfor,rokfor sir","francuski buđavi sir; najkvalitetniji sir iz grupe ""plavih sireva"" od ovčijeg mleka",n
ENG30-12226009-n,0.0,0.0,"Ericales,red Ericales",Ericaceae; Clethraceae; Diapensiaceae; Epacridaceae; Lennoaceae; Pyrolaceae; Monotropaceae,n
ENG30-14670639-n,0.0,0.0,"porculanača,kaolin","fina obično bela glina koja služi kao vatrostalna, lončarska, ciglarska i porculanska glina i u medicini kao adsorbens",n
ENG30-12353203-n,0.0,0.0,"banana,Musa paradisiaca sapientum",Široko gajena vrsta banane koja rađa kompaktne visećxe grozdove žutog voća koje je komercijalno vrlo značajno.,n
ENG30-01550625-n,0.0,0.0,rod Cotinga,tipski rod porodice Cotingidae: kotinge,n
ENG30-13867641-n,0.0,0.0,"kriva,krivulja",Trag tačke čiji smer kretanja se menja.,n
ENG30-00276987-n,0.0,0.0,"zagađenje,polucija",Čin zagađivanja.,n
ENG30-14865221-n,0.0,0.0,Ortoklas,beli ili obojeni monoklinični feldspar,n
ENG30-02963503-n,0.0,0.0,elektrokardiogram,medicinski instrument koji beleži električne struje povezane sa kontrakcijama srca,n
ENG30-01723963-v,0.0,0.0,"parodirati,parodisati","prikazivati u smešnom, karikaturalnom obliku",v
ENG30-12868634-n,0.0,0.0,"Stachys,rod Stachys","Veliki rod čupavih ili vunastih trava ili žbunja, prostire se uemrenim zonama istočne hemisfere (tropska Australija).",n
ENG30-12703190-n,0.0,0.0,"cecelj,Oxalis acetosella","Evroaziska biljka sa trostrukim srcolikim lišćem, i belim ružičastim ili purpurnim cvetovima.",n
ENG30-13503673-n,0.0,0.0,izolacija,odbrambeni mehanizam u kojem se sećanje na neprihvatljiv akt ili impuls razdvaja od emocije s kojom je prvobitno bilo povezano,n
ENG30-01471682-n,0.0,0.0,"kičmenjak,kralješnjak,kralježnjak",Životinje koje imaju koštani ili hrskavičav skelet sa segmentranim kičmenim stubom i velikim mozgom zatvorenim u lobanji.,n
ENG30-06927952-n,0.0,0.0,"čuvaški,čuvaš",turkijski jezik kojim govore Čuvaši,n
ENG30-11894327-n,0.0,0.0,rotkva,Krstašica iz roda Raphanus sa zadebljalim jestivim korenom.,n
ENG30-05572940-n,0.0,0.0,"mišić sfinkter zenice,Musculus sphincter pupillae","Glatki parni mišić glave, koji je lokalizovan unutar očne jabučice u sklopu dužice oka. Širok je svega 1 mm i nalazi se neposredno oko zenične ivice. Inervisan je parasimpatičkim vlaknima okulomotornog živca, koja u njega dospevaju iz cilijarnog gangliona. Njegovim dejstvom nastaje sužavanje zenice (mioza), što se događa pri jakoj svetlosti jer na taj način mišić ograničava količinu svetlosti koja ulazi u oko i dospeva na mrežnjaču.",n
ENG30-06942874-n,0.0,0.0,ilirski,"mala, skoro izumrla grana indoevropskih jezika kojom se govori duž dalmatinske obale",n
ENG30-01682293-n,0.0,0.0,"Basiliscus,rod Basiliscus",Rod guštera iz porodice Iguanidae.,n
ENG30-02745453-a,0.0,0.0,ideografski,koji se odnosi ili se sastoji od ideograma,a
ENG30-02084071-n,0.0,0.0,"pas,pseto,domaći pas","Pripadnik Canis familiaris, srodan vuku, pripitomljen od preistorijskog doba; postoje mnoge rase.",n
ENG30-05948264-n,0.0,0.0,"kult,verski kult",sistem verovanja i rituala,n
ENG30-06488763-n,0.0,0.0,katalog semena,popis kojim se reklamira seme u komercijalne svrhe sa cenama,n
ENG30-00385501-n,0.0,0.0,razjedinjavanje,Završetak ili uništenje unije.,n
ENG30-06927645-n,0.0,0.0,jakutski,turkijski jezik kojim govore Jakuti,n
ENG30-06961122-n,0.0,0.0,"škotski,škotski gelski",gelski jezik kojim se govori u Škotskoj,n
ENG30-12769430-n,0.0,0.0,"Staphylaceae,porodica Staphylaceae,klokoči",Porodica dvosupnica iz reda Sapindales koja se javlja uglavnom u severnim umerenim područjima.,n
ENG30-01201021-n,0.0,0.0,"razdvajanje,razdruživanje",Društveni čin odvajanja.,n
ENG30-02401031-n,0.0,0.0,"šupljorožac,šupljorogi preživar",šupljorogi preživar,n
ENG30-02763283-v,0.0,0.0,"osvetliti,osvetljavati,obasjati,obasjavati",baciti svetlo (npr. lampe) na nešto,v
ENG30-08848731-n,0.0,0.0,"Bangladeš,Narodna Republika Bangladeš",BD,n
ENG30-01912050-n,0.0,0.0,rod Hydra,Hidre,n
ENG30-00978173-n,0.0,0.0,"kontraatak,kontranapad",napd kojim se odgovara na protivnički napad,n
ENG30-06941115-n,0.0,0.0,papuanski,"bilo koji od starosedelačkih jezika Papua Nove Gvineje, Nove Britanije ili Solomonskih Ostrva koji ne pripada malajsko-polinezijskoj grupi",n
ENG30-09211266-n,0.0,0.0,Australija,Najmanji kontinent; između Južnog Pacifika i Indijskog okeana.,n
ENG30-10277638-n,0.0,0.0,"lautist,lautista,lautar",muzičar koji svira lautu,n
ENG30-02454379-n,0.0,0.0,oklopnik,Na gornjoj strani tela imaju mnogobrojne ploče koje grade oklop; oklop je podeljen u više delova spojenih tankom kožoml na gornjoj strani imaju retke čekinjaste dlake; imaju veliki broj malih zuba.,n
ENG30-05188367-n,0.0,0.0,"glasačko pravo,pravo glasanja",pravo da se glasa; posebno pravo akcionara da sami glasaju ili preko zastupnika kada su u pitanju poslovi kompanije,n
ENG30-01355326-n,0.0,0.0,"eubakterija,prava bakterija",velika grupa bakterija koja poseduje čvrste ćelijske zidove; pokretni sojevi imaju bič,n
ENG30-07881525-n,0.0,0.0,"tost sa pasuljem,tostada sa pasuljem",ravna tortilja prekrivena zaprženim pasuljem,n
ENG30-08966408-n,0.0,0.0,"Malta,Republika Malta",Republika na ostrvu Maltau mediteranu; stekla nezavisnostod Ujedinjenog kraljevstva 1964. godine.,n
ENG30-02006656-n,0.0,0.0,kašikara,ptica galacicka koja ima pxosnat kxun čiji je vrh u obliku kašike,n
ENG30-05611062-n,0.0,0.0,"zona,pojas",u anatomiji struktura koja okružuje ili ima oblik pojasa.,n
ENG30-08111419-n,0.0,0.0,tip,Klasifikaciona grupa čije karakteristike se koriste da odrede sledeću višu klasifikacionu grupu (biologija).,n
ENG30-06003682-n,0.0,0.0,"teoretska matematika,čista matematika",grana matematike koja izučava i razvija matematičke principe same po sebi,n
ENG30-07131169-n,0.0,0.0,homofon,Dve reči su homofoni ako se izgovaraju isto ali imaju različito značenje i/ili se pišu različito.,n
ENG30-05808557-n,0.0,0.0,lingvistički proces,kognitivni proces uključen u proizvodnju i razumevanje lingvističke komunikacije,n
ENG30-01470496-a,0.0,0.0,geografski,koji je određen geografijom,a
ENG30-01096245-n,0.0,0.0,posao,Ukupnost poslovnih aktivnosti.,n
ENG30-09257011-n,0.0,0.0,ugao,deo koji je u obliku ugla,n
ENG30-12862512-n,0.0,0.0,ostružnjak,Neka od ukrasnih biljaka iz roda Plectranthus.,n
ENG30-00213694-n,0.0,0.0,odustajanje,formalna pismena izjava o odustajanju,n
ENG30-12864363-n,0.0,0.0,rod Salvia,Veliki rod žbunja i? iz porodice usnatica koje se veoma razlikuju po navikama: ?sage.,n
ENG30-03667829-n,0.0,0.0,"optički mikroskop,svetlosni mikroskop",mikroskop koji se sastoji od optičkog instrumenta koji uvećava sliku objekta,n
ENG30-13678589-n,0.0,0.0,"ruandski franak,RWF",osnovna novčana jedinica Ruande,n
ENG30-13845239-n,0.0,0.0,"sinhronija,sinhronizam",relacija koja postoji kada se stvari odvijaju istovremeno,n
ENG30-09960688-n,0.0,0.0,preduzimač,Osoba ili firma koja sklapa ugovor za izgradnju nečega.,n
